source_team_key	canonical_key	canonical_team_id	classification	legacy_members
legacy_dim_team:14861	component:14861	3000000000748	separate	14861
legacy_dim_team:14870	component:14870	3000000000749	separate	14870
legacy_dim_team:14871	component:14871	3000000000750	separate	14871
legacy_dim_team:14895	component:14895	3000000000751	separate	14895
legacy_dim_team:14905	component:14905	3000000000752	separate	14905
legacy_dim_team:14917	component:14917	3000000000753	separate	14917
legacy_dim_team:14922	component:14922	3000000000754	separate	14922
legacy_dim_team:14923	component:14923	3000000000755	separate	14923
legacy_dim_team:14966	component:14966	3000000000756	separate	14966
legacy_dim_team:149671	component:149671	3000000000757	separate	149671
legacy_dim_team:14968	component:14968	3000000000758	separate	14968
legacy_dim_team:14977	component:14977	3000000000759	separate	14977
legacy_dim_team:14992	component:14992	3000000000760	separate	14992
